#ies_format_version: 1.0
#file: 20250801_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	device_A_31;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	device_A_31
20250801;	170852;	1754048332.000;	           9
20250801;	170853;	1754048333.000;	           9
20250801;	170854;	1754048334.000;	           9
20250801;	170855;	1754048335.000;	           9
20250801;	170856;	1754048336.000;	           9
20250801;	170857;	1754048337.000;	           9
20250801;	170858;	1754048338.000;	           9
20250801;	170859;	1754048339.000;	           9
20250801;	170900;	1754048340.000;	           9
20250801;	170901;	1754048341.000;	           9
20250801;	170902;	1754048342.000;	           9
20250801;	170903;	1754048343.000;	           9
20250801;	170904;	1754048344.000;	           9
20250801;	170905;	1754048345.000;	           9
20250801;	170906;	1754048346.000;	           9
20250801;	170907;	1754048347.000;	           9
20250801;	170908;	1754048348.000;	           9
20250801;	170909;	1754048349.000;	           9
20250801;	170910;	1754048350.000;	           9
20250801;	170911;	1754048351.000;	           9
20250801;	170912;	1754048352.000;	           9
20250801;	170913;	1754048353.000;	           9
20250801;	170914;	1754048354.000;	           9
20250801;	170915;	1754048355.000;	           9
20250801;	170916;	1754048356.000;	           9
20250801;	170917;	1754048357.000;	           9
20250801;	170918;	1754048358.000;	           9
20250801;	170919;	1754048359.000;	           9
20250801;	170920;	1754048360.000;	           9
20250801;	170921;	1754048361.000;	           9
20250801;	170922;	1754048362.000;	           9
20250801;	170923;	1754048363.000;	           9
20250801;	170924;	1754048364.000;	           9
20250801;	170925;	1754048365.000;	           9
20250801;	170926;	1754048366.000;	           9
20250801;	170927;	1754048367.000;	           9
20250801;	170928;	1754048368.000;	           9
20250801;	170929;	1754048369.000;	           9
20250801;	170930;	1754048370.000;	           9
20250801;	170931;	1754048371.000;	           9
20250801;	170932;	1754048372.000;	           9
20250801;	170933;	1754048373.000;	           9
20250801;	170934;	1754048374.000;	           9
20250801;	170935;	1754048375.000;	           9
20250801;	170936;	1754048376.000;	           9
20250801;	170937;	1754048377.000;	           9
20250801;	170938;	1754048378.000;	           9
20250801;	170939;	1754048379.000;	           9
20250801;	170940;	1754048380.000;	           9
20250801;	170941;	1754048381.000;	           9
20250801;	170942;	1754048382.000;	           9
20250801;	170943;	1754048383.000;	           9
20250801;	170944;	1754048384.000;	           9
20250801;	170945;	1754048385.000;	           9
20250801;	170946;	1754048386.000;	           9
20250801;	170947;	1754048387.000;	           9
20250801;	170948;	1754048388.000;	           9
20250801;	170949;	1754048389.000;	           9
20250801;	170950;	1754048390.000;	           9
20250801;	170951;	1754048391.000;	           9
20250801;	170952;	1754048392.000;	           9
20250801;	170953;	1754048393.000;	           9
20250801;	170954;	1754048394.000;	           9
20250801;	170955;	1754048395.000;	           9
20250801;	170956;	1754048396.000;	           9
20250801;	170957;	1754048397.000;	           9
20250801;	170958;	1754048398.000;	           9
20250801;	170959;	1754048399.000;	           9
20250801;	171000;	1754048400.000;	           9
20250801;	171001;	1754048401.000;	           9
20250801;	171002;	1754048402.000;	           9
20250801;	171003;	1754048403.000;	           9
20250801;	171004;	1754048404.000;	           9
20250801;	171005;	1754048405.000;	           9
20250801;	171006;	1754048406.000;	           9
20250801;	171007;	1754048407.000;	           9
20250801;	171008;	1754048408.000;	           9
20250801;	171009;	1754048409.000;	           9
20250801;	171010;	1754048410.000;	           9
20250801;	171011;	1754048411.000;	           9
20250801;	171012;	1754048412.000;	           9
20250801;	171013;	1754048413.000;	           9
20250801;	171014;	1754048414.000;	           9
20250801;	171015;	1754048415.000;	           9
20250801;	171016;	1754048416.000;	           9
20250801;	171017;	1754048417.000;	           9
20250801;	171018;	1754048418.000;	           9
20250801;	171019;	1754048419.000;	           9
20250801;	171020;	1754048420.000;	           9
20250801;	171021;	1754048421.000;	           9
20250801;	171022;	1754048422.000;	           9
20250801;	171023;	1754048423.000;	           9
20250801;	171024;	1754048424.000;	           9
20250801;	171025;	1754048425.000;	           9
20250801;	171026;	1754048426.000;	           9
20250801;	171027;	1754048427.000;	           9
20250801;	171028;	1754048428.000;	           9
20250801;	171029;	1754048429.000;	           9
20250801;	171030;	1754048430.000;	           9
20250801;	171031;	1754048431.000;	           9
20250801;	171032;	1754048432.000;	           9
20250801;	171033;	1754048433.000;	           9
20250801;	171034;	1754048434.000;	           9
20250801;	171035;	1754048435.000;	           9
20250801;	171036;	1754048436.000;	           9
20250801;	171037;	1754048437.000;	           9
20250801;	171038;	1754048438.000;	           9
20250801;	171039;	1754048439.000;	           9
20250801;	171040;	1754048440.000;	           9
20250801;	171041;	1754048441.000;	           9
20250801;	171042;	1754048442.000;	           9
20250801;	171043;	1754048443.000;	           9
20250801;	171044;	1754048444.000;	           9
20250801;	171045;	1754048445.000;	           9
20250801;	171046;	1754048446.000;	           9
20250801;	171047;	1754048447.000;	           9
20250801;	171048;	1754048448.000;	           9
20250801;	171049;	1754048449.000;	           9
20250801;	171050;	1754048450.000;	           9
20250801;	171051;	1754048451.000;	           9
20250801;	171052;	1754048452.000;	           9
20250801;	171053;	1754048453.000;	           9
20250801;	171054;	1754048454.000;	           9
20250801;	171055;	1754048455.000;	           9
20250801;	171056;	1754048456.000;	           9
20250801;	171057;	1754048457.000;	           9
20250801;	171058;	1754048458.000;	           9
20250801;	171059;	1754048459.000;	           9
20250801;	171100;	1754048460.000;	           9
20250801;	171101;	1754048461.000;	           9
20250801;	171102;	1754048462.000;	           9
20250801;	171103;	1754048463.000;	           9
20250801;	171104;	1754048464.000;	           9
20250801;	171105;	1754048465.000;	           9
20250801;	171106;	1754048466.000;	           9
20250801;	171107;	1754048467.000;	           9
20250801;	171108;	1754048468.000;	           9
20250801;	171109;	1754048469.000;	           9
20250801;	171110;	1754048470.000;	           9
20250801;	171111;	1754048471.000;	           9
20250801;	171112;	1754048472.000;	           9
20250801;	171113;	1754048473.000;	           9
20250801;	171114;	1754048474.000;	           9
20250801;	171115;	1754048475.000;	           9
20250801;	171116;	1754048476.000;	           9
20250801;	171117;	1754048477.000;	           9
20250801;	171118;	1754048478.000;	           9
20250801;	171119;	1754048479.000;	           9
20250801;	171120;	1754048480.000;	           9
20250801;	171121;	1754048481.000;	           9
20250801;	171122;	1754048482.000;	           9
20250801;	171123;	1754048483.000;	           9
20250801;	171124;	1754048484.000;	           9
20250801;	171125;	1754048485.000;	           9
20250801;	171126;	1754048486.000;	           9
20250801;	171127;	1754048487.000;	           9
20250801;	171128;	1754048488.000;	           9
20250801;	171129;	1754048489.000;	           9
20250801;	171130;	1754048490.000;	           9
20250801;	171131;	1754048491.000;	           9
20250801;	171132;	1754048492.000;	           9
20250801;	171133;	1754048493.000;	           9
20250801;	171134;	1754048494.000;	           9
20250801;	171135;	1754048495.000;	           9
20250801;	171136;	1754048496.000;	           9
20250801;	171137;	1754048497.000;	           9
20250801;	171138;	1754048498.000;	           9
20250801;	171139;	1754048499.000;	           9
20250801;	171140;	1754048500.000;	           9
20250801;	171141;	1754048501.000;	           9
20250801;	171142;	1754048502.000;	           9
20250801;	171143;	1754048503.000;	           9
20250801;	171144;	1754048504.000;	           9
20250801;	171145;	1754048505.000;	           9
20250801;	171146;	1754048506.000;	           9
20250801;	171147;	1754048507.000;	           9
20250801;	171148;	1754048508.000;	           9
20250801;	171149;	1754048509.000;	           9
20250801;	171150;	1754048510.000;	           9
20250801;	171151;	1754048511.000;	           9
20250801;	171152;	1754048512.000;	           9
20250801;	171153;	1754048513.000;	           9
20250801;	171154;	1754048514.000;	           9
20250801;	171155;	1754048515.000;	           9
20250801;	171156;	1754048516.000;	           9
20250801;	171157;	1754048517.000;	           9
20250801;	171158;	1754048518.000;	           9
20250801;	171159;	1754048519.000;	           9
20250801;	171200;	1754048520.000;	           9
20250801;	171201;	1754048521.000;	           9
20250801;	171202;	1754048522.000;	           9
20250801;	171203;	1754048523.000;	           9
20250801;	171204;	1754048524.000;	           9
20250801;	171205;	1754048525.000;	           9
20250801;	171206;	1754048526.000;	           9
20250801;	171207;	1754048527.000;	           9
20250801;	171208;	1754048528.000;	           9
20250801;	171209;	1754048529.000;	           9
20250801;	171210;	1754048530.000;	           9
20250801;	171211;	1754048531.000;	           9
20250801;	171212;	1754048532.000;	           9
20250801;	171213;	1754048533.000;	           9
20250801;	171214;	1754048534.000;	           9
20250801;	171215;	1754048535.000;	           9
20250801;	171216;	1754048536.000;	           9
20250801;	171217;	1754048537.000;	           9
20250801;	171218;	1754048538.000;	           9
20250801;	171219;	1754048539.000;	           9
20250801;	171220;	1754048540.000;	           9
20250801;	171221;	1754048541.000;	           9
20250801;	171222;	1754048542.000;	           9
20250801;	171223;	1754048543.000;	           9
20250801;	171224;	1754048544.000;	           9
20250801;	171225;	1754048545.000;	           9
20250801;	171226;	1754048546.000;	           9
20250801;	171227;	1754048547.000;	           9
20250801;	171228;	1754048548.000;	           9
20250801;	171229;	1754048549.000;	           9
20250801;	171230;	1754048550.000;	           9
20250801;	171231;	1754048551.000;	           9
20250801;	171232;	1754048552.000;	           9
20250801;	171233;	1754048553.000;	           9
20250801;	171234;	1754048554.000;	           9
20250801;	171235;	1754048555.000;	           9
20250801;	171236;	1754048556.000;	           9
20250801;	171237;	1754048557.000;	           9
20250801;	171238;	1754048558.000;	           9
20250801;	171239;	1754048559.000;	           9
20250801;	171240;	1754048560.000;	           9
20250801;	171241;	1754048561.000;	           9
20250801;	171242;	1754048562.000;	           9
20250801;	171243;	1754048563.000;	           9
20250801;	171244;	1754048564.000;	           9
20250801;	171245;	1754048565.000;	           9
20250801;	171246;	1754048566.000;	           9
20250801;	171247;	1754048567.000;	           9
20250801;	171248;	1754048568.000;	           9
20250801;	171249;	1754048569.000;	           9
20250801;	171250;	1754048570.000;	           9
20250801;	171251;	1754048571.000;	           9
20250801;	171252;	1754048572.000;	           9
20250801;	171253;	1754048573.000;	           9
20250801;	171254;	1754048574.000;	           9
20250801;	171255;	1754048575.000;	           9
20250801;	171256;	1754048576.000;	           9
20250801;	171257;	1754048577.000;	           9
20250801;	171258;	1754048578.000;	           9
20250801;	171259;	1754048579.000;	           9
20250801;	171300;	1754048580.000;	           9
20250801;	171301;	1754048581.000;	           9
20250801;	171302;	1754048582.000;	           9
20250801;	171303;	1754048583.000;	           9
20250801;	171304;	1754048584.000;	           9
20250801;	171305;	1754048585.000;	           9
20250801;	171306;	1754048586.000;	           9
20250801;	171307;	1754048587.000;	           9
20250801;	171308;	1754048588.000;	           9
20250801;	171309;	1754048589.000;	           9
20250801;	171310;	1754048590.000;	           9
20250801;	171311;	1754048591.000;	           9
20250801;	171312;	1754048592.000;	           9
20250801;	171313;	1754048593.000;	           9
20250801;	171314;	1754048594.000;	           9
20250801;	171315;	1754048595.000;	           9
20250801;	171316;	1754048596.000;	           9
20250801;	171317;	1754048597.000;	           9
20250801;	171318;	1754048598.000;	           9
20250801;	171319;	1754048599.000;	           9
20250801;	171320;	1754048600.000;	           9
20250801;	171321;	1754048601.000;	           9
20250801;	171322;	1754048602.000;	           9
20250801;	171323;	1754048603.000;	           9
20250801;	171324;	1754048604.000;	           9
20250801;	171325;	1754048605.000;	           9
20250801;	171326;	1754048606.000;	           9
