#ies_format_version: 1.0
#file: 20250721_1000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 1.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	mdevice1_A_18;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	mdevice1_A_18
20250721;	132215;	1753084335.000;	       err11
20250721;	132216;	1753084336.000;	       err11
20250721;	132217;	1753084337.000;	       err11
20250721;	132218;	1753084338.000;	       err11
20250721;	132219;	1753084339.000;	       err11
20250721;	132220;	1753084340.000;	       err11
20250721;	132221;	1753084341.000;	       err11
20250721;	132222;	1753084342.000;	       err11
20250721;	132223;	1753084343.000;	       err11
20250721;	132224;	1753084344.000;	       err11
20250721;	132225;	1753084345.000;	       err11
20250721;	132226;	1753084346.000;	       err11
20250721;	132227;	1753084347.000;	       err11
20250721;	132228;	1753084348.000;	       err11
20250721;	132229;	1753084349.000;	       err11
20250721;	132230;	1753084350.000;	       err11
20250721;	132231;	1753084351.000;	       err11
20250721;	132232;	1753084352.000;	       err11
20250721;	132233;	1753084353.000;	       err11
20250721;	132234;	1753084354.000;	       err11
20250721;	132235;	1753084355.000;	       err11
20250721;	132236;	1753084356.000;	       err11
20250721;	132237;	1753084357.000;	       err11
20250721;	132238;	1753084358.000;	       err11
20250721;	132239;	1753084359.000;	       err11
20250721;	132240;	1753084360.000;	       err11
20250721;	132241;	1753084361.000;	       err11
20250721;	132242;	1753084362.000;	       err11
20250721;	132243;	1753084363.000;	       err11
20250721;	132244;	1753084364.000;	       err11
20250721;	132245;	1753084365.000;	       err11
20250721;	132246;	1753084366.000;	       err11
20250721;	132247;	1753084367.000;	       err11
20250721;	132248;	1753084368.000;	       err11
20250721;	132249;	1753084369.000;	       err11
20250721;	132250;	1753084370.000;	       err11
20250721;	132251;	1753084371.000;	       err11
20250721;	132252;	1753084372.000;	       err11
20250721;	132253;	1753084373.000;	       err11
20250721;	132254;	1753084374.000;	       err11
20250721;	132255;	1753084375.000;	       err11
20250721;	132256;	1753084376.000;	       err11
20250721;	132257;	1753084377.000;	       err11
20250721;	132258;	1753084378.000;	       err11
20250721;	132259;	1753084379.000;	       err11
20250721;	132300;	1753084380.000;	       err11
20250721;	132301;	1753084381.000;	       err11
20250721;	132302;	1753084382.000;	       err11
20250721;	132303;	1753084383.000;	       err11
20250721;	132304;	1753084384.000;	       err11
20250721;	132305;	1753084385.000;	       err11
20250721;	132306;	1753084386.000;	       err11
20250721;	132307;	1753084387.000;	       err11
20250721;	132308;	1753084388.000;	       err11
20250721;	132309;	1753084389.000;	       err11
20250721;	132310;	1753084390.000;	       err11
20250721;	132311;	1753084391.000;	       err11
20250721;	132312;	1753084392.000;	       err11
20250721;	132313;	1753084393.000;	       err11
20250721;	132314;	1753084394.000;	       err11
20250721;	132315;	1753084395.000;	       err11
20250721;	132316;	1753084396.000;	       err11
20250721;	132317;	1753084397.000;	       err11
